Number,dateReported,timeReported,startDate,offenseCode,offenseDescription,streetAddress,cityDescription,stateDescription,zipCode,geolocation,Booked,DAComplaint,Cited,burglaryFactor,felonyMisdemeanor
MP20003400,2/3/20, 8:06:54 PM,"Feb 3, 2020, 8:00:00 PM",484 (A) PC,484 (A) PC PETTY THEFT: MISD 06 Theft 2252,748 CODINGTON WAY,MODESTO,CALIFORNIA,95357,"37.64930638,-120.9215006",0,0,1,,MISDEMEANOR
MP20003361,2/3/20, 2:16:20 PM,"Feb 3, 2020, 2:15:00 PM",243 (D) PC,243 (D) PC BATTERY W/SERIOUS BODILY INJURY: FELONY 04 Aggravated Assault 1192,3801 BEYERWOOD CT,MO,,95355,"37.69344696,-120.967848",0,0,0,,FELONY
MP20003344,2/3/20, 12:36:00 PM,"Feb 3, 2020, 11:15:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,620 PARADISE RD,MO,,,"37.62499537,-121.014725",1,0,0,,FELONY
MP20003384,2/3/20, 4:06:11 PM,"Feb 3, 2020, 3:00:00 PM",243 (D) PC,243 (D) PC BATTERY W/SERIOUS BODILY INJURY: FELONY 04 Aggravated Assault 1192,707 S EMERALD AVE,MO,,,"37.63199461,-121.0214447",0,0,1,,FELONY
MP20003328,2/3/20, 8:21:00 AM,"Feb 3, 2020, 6:10:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2129 GUTHERIE ST,MO,,95358,"37.59757535,-121.0054429",0,0,0,,FELONY
MP20003409,2/3/20, 11:49:43 PM,"Feb 3, 2020, 11:49:43 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,905 3RD ST,MO,,95351,"37.63457829,-121.0063621",0,0,0,,FELONY
MP20003368,2/3/20, 3:42:00 PM,"Feb 1, 2020, 4:40:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,1649 W W ORANGEBURG AVE,MODESTO,CALIFORNIA,95350,"37.66419094,-121.02067",0,0,0,,MISDEMEANOR
MP20003292,2/3/20, 12:12:48 AM,"Feb 2, 2020, 4:00:00 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,1428 GARY LN,MODESTO,CALIFORNIA,95355,"37.66436389,-120.9722492",0,0,0,RESIDENCE - UNKNOWN,FELONY
MP20003402,2/3/20, 6:15:16 PM,"Feb 3, 2020, 6:15:16 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,2012 FERRARA CT,MODESTO,,95355,"37.66003629,-120.9600534",0,0,0,,MISDEMEANOR
MP20003414,2/4/20, 1:56:14 AM,"Feb 4, 2020, 1:56:14 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,1108 CROWS LANDING RD,MO,,95351,"37.61364353,-120.9932968",0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20003445,2/4/20, 10:42:05 AM,"Jan 1, 2015, 10:42:00 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,117 CREEKWOOD DR,MO,,95357,"37.63907577,-120.926763",0,0,0,NON-RESIDENCE - UNKNOWN,FELONY
MP20003427,2/4/20, 7:24:00 AM,"Feb 3, 2020, 10:30:00 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,2083 W ORANGEBURG AVE,MODESTO,CALIFORNIA,95350,"37.66701283,-121.0299668",0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20003477,2/4/20, 10:16:55 AM,"Jan 27, 2020, 12:00:00 AM",288.5 (A) PC,288.5 (A) PC CONTINUOUS SEXUAL ABUSE OF CHILD 02a. Rape 1610,504 MT HOOD CT,MODESTO,CALIFORNIA,95358,"37.59928072,-120.9993378",1,0,0,,
MP20800319,2/4/20, 11:29:00 AM,"Jan 31, 2020, 1:00:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1134 CEDAR CREEK DR,MODESTO,CALIFORNIA,95355,"37.65992614,-120.9232467",0,0,0,,FELONY
MP20003447,2/4/20, 11:10:00 AM,"Feb 3, 2020, 9:30:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,809 BADGLEY DR,MODESTO,CALIFORNIA,95350,"37.66093531,-120.9834614",0,0,0,,MISDEMEANOR
MP20003435,2/4/20, 7:49:41 AM,"Feb 4, 2020, 7:49:41 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1605 LAVENDER LN,MODESTO,CALIFORNIA,95355,"37.65842239,-120.9690532",0,0,0,,FELONY
MP20003425,2/4/20, 7:29:09 AM,"Feb 2, 2020, 10:00:00 AM",262 (A)(1) PC,262 (A)(1) PC RAPE SPOUSE BY FORCE/FEAR/ETC 02a. Rape 1400,1700 COFFEE RD,MODESTO,CALIFORNIA,95355,"37.66874069,-120.9744883",0,0,0,,
MP20000824,2/4/20, 10:10:00 AM,"Jan 9, 2020, 7:50:00 PM",451 (D) PC,451 (D) PC ARSON:PROPERTY 08 Arson 2137,"GALAS CT, MO / IRONSIDE DR, MO ( 58/D1 )",,CALIFORNIA,,"37.60231465,-121.0207758",0,0,0,,FELONY
MP20003442,2/4/20, 10:30:00 AM,"Feb 4, 2020, 12:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2808 AMIR DR,MO,,95355,"37.68061524,-120.9430597",0,0,0,,FELONY
MP20003461,2/4/20, 12:00:00 PM,"Jan 31, 2020, 10:30:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,701 LAUREL AVE,MO,,95351,"37.6415665,-121.0203427",0,0,0,,FELONY
MP20003497,2/4/20, 5:09:00 PM,"Feb 4, 2020, 8:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1101 SYLVAN AVE,MO,,,"37.6894449,-120.9779337",0,0,0,,FELONY
MP20003509,2/4/20, 8:10:00 PM,"Feb 4, 2020, 7:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1601 COFFEE RD,MO,,,"37.66820118,-120.9768454",0,0,0,,FELONY
MP20003518,2/4/20, 9:31:58 PM,"Feb 4, 2020, 9:31:58 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2099 W ORANGEBURG AVE,MO,,,"37.667342,-121.0297535",0,0,0,,FELONY
MP20003424,2/4/20, 8:01:15 AM,"Feb 4, 2020, 3:00:00 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,817 SNEAD DR,MODESTO,CALIFORNIA,95351,"37.61827895,-121.0055657",0,0,0,,MISDEMEANOR
MP20003545,2/5/20, 9:11:30 AM,"Feb 5, 2020, 9:11:30 AM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,2648 EL PASADO DR,MODESTO,CALIFORNIA,95354,"37.6443738,-120.9461633",1,0,0,,FELONY
MP20003527,2/5/20, 4:06:02 AM,"Feb 4, 2020, 8:30:00 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,1612 SISK RD,MODESTO,CALIFORNIA,95350,"37.66912976,-121.0346036",0,0,0,,FELONY
MP20003527,2/5/20, 4:06:02 AM,"Feb 4, 2020, 8:30:00 PM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,1612 SISK RD,MODESTO,CALIFORNIA,95350,"37.66912976,-121.0346036",0,0,0,,FELONY
MP20003531,2/5/20, 8:24:06 AM,"Feb 4, 2020, 8:45:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,325 STANDIFORD AVE,MODESTO,CALIFORNIA,95350,"37.68919163,-120.9977594",0,0,0,,FELONY
MP20003532,2/5/20, 8:29:00 AM,"Feb 5, 2020, 3:30:00 AM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,833 W W UNION AVE,MODESTO,CALIFORNIA,95356,"37.69339401,-121.0046999",0,0,0,,
MP20003533,2/5/20, 8:33:21 AM,"Feb 4, 2020, 6:00:00 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,1913 CIELITO DR,MODESTO,CALIFORNIA,95358,"37.60364419,-121.0210078",0,0,0,,FELONY
MP20003558,2/5/20, 11:25:00 AM,"Jan 31, 2020, 11:00:00 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,939 LONE PALM AVE,MODESTO,CALIFORNIA,95351,"37.64787766,-121.0234518",0,0,0,NON-RESIDENCE - DAY (6AM - 6PM),FELONY
MP20003564,2/5/20, 10:42:00 AM,"Feb 5, 2020, 9:00:00 AM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,1411 FORDHAM AVE,MODESTO,CALIFORNIA,95350,"37.65738095,-121.0146902",0,0,0,RESIDENCE - DAY (6AM - 6PM),FELONY
MP20003572,2/5/20, 12:32:00 PM,"Jan 31, 2020, 8:00:00 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,3708 AFFIRMED DR,MODESTO,CALIFORNIA,95355,"37.68033372,-120.9266618",0,0,0,,FELONY
MP20003634,2/5/20, 8:58:29 PM,"Feb 5, 2020, 8:58:29 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,3842 CARVER RD,MO,,95356,"37.69500036,-121.0222229",1,0,0,,FELONY
MP20003634,2/5/20, 8:58:29 PM,"Feb 5, 2020, 8:58:29 PM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,3842 CARVER RD,MO,,95356,"37.69500036,-121.0222229",1,0,0,,FELONY
MP20003634,2/5/20, 8:58:29 PM,"Feb 5, 2020, 8:58:29 PM",244 PC,244 PC ASSAULT WITH CAUSTIC CHEMICAL/ETC 04 Aggravated Assault 1217,3842 CARVER RD,MO,,95356,"37.69500036,-121.0222229",1,0,0,,FELONY
MP20003644,2/5/20, 9:59:14 PM,"Feb 5, 2020, 9:59:14 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,1720 PELTON AVE,MODESTO,CALIFORNIA,95351,"37.61609804,-121.0176405",0,1,0,,FELONY
MP20800335,2/5/20, 10:12:00 AM,"Feb 5, 2020, 10:00:00 AM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,2800 BRADEN AVE,MODESTO,CALIFORNIA,95356,"37.68813621,-121.0454273",0,0,0,,FELONY
MP20800337,2/5/20, 11:23:00 AM,"Feb 1, 2020, 9:00:00 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,1401 LAKEWOOD AVE,MODESTO,CALIFORNIA,95355,"37.66358161,-120.9394479",0,0,0,,FELONY
MP20003573,2/5/20, 12:30:00 PM,"Feb 5, 2020, 11:30:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2306 NYSTROM AVE,MODESTO,CALIFORNIA,95355,"37.66189989,-120.9544228",0,0,0,,FELONY
MP20003559,2/5/20, 10:45:00 AM,"Feb 5, 2020, 2:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,309 SAN JUAN DR,MO,,95354,"37.64211757,-120.9637298",0,0,0,,FELONY
MP20003537,2/5/20, 8:44:00 AM,"Feb 4, 2020, 9:30:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,3704 AKEBY DR,MO,,95356,"37.69626292,-121.0643026",0,0,0,,FELONY
MP20003614,2/5/20, 7:06:11 PM,"Feb 5, 2020, 12:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1940 CROWS LANDING RD,MO,,95358,"37.60108168,-120.991977",0,0,0,NON-RESIDENCE - DAY (6AM - 6PM),FELONY
MP20003551,2/5/20, 10:44:52 AM,"Feb 3, 2020, 4:00:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,109 SUNSET BLVD,MODESTO,CALIFORNIA,95351,"37.63063969,-121.0022649",0,0,0,,MISDEMEANOR
MP20800776,2/5/20, 2:45:00 PM,"Feb 5, 2020, 8:00:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1209 ROSELAWN AVE,MODESTO,CALIFORNIA,95351,"37.61382387,-121.0064228",0,0,0,,FELONY
MP20003719,2/6/20, 2:10:50 PM,"Feb 6, 2020, 2:10:50 PM",664 /187 (A) PC,664 /187 (A) PC ATTEMPTED MURDER 04 Aggravated Assault 2897,2045 MOUNT VERNON DR,MODESTO,CALIFORNIA,95350,"37.67412459,-121.0291192",1,0,0,,FELONY
MP20003687,2/6/20, 10:17:00 AM,"Jan 12, 2020, 3:00:00 PM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,117 CREEKWOOD DR,MODESTO,CALIFORNIA,95357,"37.63858327,-120.9266462",0,0,0,NON-RESIDENCE - UNKNOWN,FELONY
MP20003654,2/6/20, 5:17:04 AM,"Feb 6, 2020, 1:30:00 AM",487 (D)(2) PC,487 (D)(2) PC GRAND THEFT:  FIREARM  06 Theft 2292,1420 CHAPALA WAY,MO,CALIFORNIA,95355,"37.6770115,-120.9718157",0,0,0,,FELONY
MP20003654,2/6/20, 5:17:04 AM,"Feb 6, 2020, 1:30:00 AM",484 (A) PC,484 (A) PC PETTY THEFT: MISD 06 Theft 2252,1420 CHAPALA WAY,MO,CALIFORNIA,95355,"37.6770115,-120.9718157",0,0,0,,MISDEMEANOR
MP20003765,2/6/20, 11:38:14 PM,"Feb 6, 2020, 11:38:14 PM",245 (A)(2) PC,245 (A)(2) PC ASSAULT WITH FIREARM ON PERSON: MISD 04 Aggravated Assault 1232,216 KINGSTON LN,MODESTO,CALIFORNIA,95354,"37.64120226,-120.9497618",0,0,0,,FELONY
MP20800341,2/6/20, 11:10:00 AM,"Feb 1, 2020, 4:30:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3801 PELANDALE AVE,MODESTO,CALIFORNIA,95356,"37.70145898,-121.0655914",0,0,0,,FELONY
MP20003671,2/6/20, 8:11:29 AM,"Feb 5, 2020, 11:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,611 16TH ST,MO,,95354,"37.64112051,-120.9907123",0,0,0,,FELONY
MP20003697,2/6/20, 11:30:00 AM,"Feb 6, 2020, 9:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,324 MAPLE ST,MO,,95351,"37.6379277,-121.0113916",0,0,0,,FELONY
MP20003732,2/6/20, 5:44:00 PM,"Feb 6, 2020, 4:30:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1001 9TH ST,MO,,,"37.63944126,-121.0017577",0,0,0,,FELONY
MP20003746,2/6/20, 6:53:00 PM,"Feb 6, 2020, 2:52:00 PM",243 (D) PC,243 (D) PC BATTERY W/SERIOUS BODILY INJURY: FELONY 04 Aggravated Assault 1192,201 WILSON AVE,MODESTO,CALIFORNIA,95354,"37.64111964,-120.9777966",0,0,0,,FELONY
MP20003733,2/6/20, 4:59:49 PM,"Feb 1, 2020, 6:00:00 PM",273 A(A) PC,273 A(A) PC WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH: MISD 04 Aggravated Assault 1474,620 PARADISE RD,MODESTO,CALIFORNIA,95351,"37.6250004,-121.0147379",0,1,0,,FELONY
MP20003729,2/6/20, 2:04:32 PM,"Jan 13, 2020, 7:00:00 PM",243.4 (A) PC,243.4 (A) PC SEXUAL BATTERY: FELONY 04 Aggravated Assault 1199,330 ROSEDALE AVE,MO,,95351,"37.62668454,-121.0063839",0,0,0,,
MP20800361,2/6/20, 9:10:00 PM,"Feb 6, 2020, 11:20:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,18 H ST,MODESTO,CALIFORNIA,95351,"37.63150913,-121.0072398",0,0,0,,FELONY
MP20003820,2/7/20, 1:28:15 PM,"Feb 7, 2020, 1:37:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,725 ZEFF RD,MODESTO,CALIFORNIA,95351,"37.61861535,-120.9967077",0,0,0,,FELONY
MP20003822,2/7/20, 10:07:10 AM,"Feb 7, 2020, 10:07:10 AM",288.5 (A) PC,288.5 (A) PC CONTINUOUS SEXUAL ABUSE OF CHILD 02a. Rape 1610,1325 HILLIARD WAY,MO,,95355,"37.66333595,-120.9549939",1,0,0,,FELONY
MP20003837,2/7/20, 4:53:57 PM,"Feb 7, 2020, 4:53:57 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,2045 W BRIGGSMORE AVE,MODESTO,CALIFORNIA,95350,"37.66913365,-121.0321893",0,0,0,,FELONY
MP20003841,2/7/20, 4:58:08 PM,"Feb 7, 2020, 12:00:00 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,215 KELLEY ST,MODESTO,CALIFORNIA,95354,"37.63989854,-120.9867292",1,0,0,,FELONY
MP20003841,2/7/20, 4:58:08 PM,"Feb 7, 2020, 12:00:00 PM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,215 KELLEY ST,MODESTO,CALIFORNIA,95354,"37.63989854,-120.9867292",1,0,0,,FELONY
MP20003803,2/7/20, 9:08:00 AM,"Feb 7, 2020, 12:30:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2804 KELLER ST,MO,,95355,"37.68015043,-120.9698284",0,0,0,,FELONY
MP20003851,2/7/20, 7:39:27 PM,"Feb 7, 2020, 7:39:27 PM",211 PC,211 PC ROBBERY 03 Robbery 853,401 PARADISE RD,MO,CALIFORNIA,,"37.62807038,-121.0138548",0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20800370,2/7/20, 6:07:00 PM,"Feb 7, 2020, 5:50:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,1100 CARVER RD,MODESTO,CALIFORNIA,95350,"37.65942097,-121.0209669",0,0,0,,MISDEMEANOR
MP20003876,2/7/20, 11:28:47 PM,"Feb 6, 2020, 6:30:00 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,1509 TEAKWOOD DR,MODESTO,CALIFORNIA,95350,"37.66744548,-121.0197003",0,0,0,,FELONY
MP20800401,2/7/20, 11:18:00 AM,"Jan 27, 2020, 12:00:00 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,1803 FLOYD AVE,MODESTO,CALIFORNIA,95355,"37.67823043,-120.9665843",0,0,0,,MISDEMEANOR
MP20003896,2/8/20, 6:35:13 AM,"Feb 8, 2020, 6:35:13 AM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,2701 JANNA AVE,MODESTO,CALIFORNIA,95350,"37.67985674,-121.0296585",0,0,0,,FELONY
MP20003893,2/8/20, 5:16:07 AM,"Feb 8, 2020, 5:16:07 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,3928 WESTFALL LN,MO,CALIFORNIA,95357,"37.63922498,-120.9212188",1,0,0,,FELONY
MP20003935,2/8/20, 7:45:04 AM,"Feb 7, 2020, 9:30:00 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: MISD 06 Theft 2285,3833 SEMALLON DR,MODESTO,CALIFORNIA,95356,"37.69469239,-121.0043693",0,0,0,,FELONY
MP20003973,2/8/20, 11:58:41 PM,"Feb 8, 2020, 11:58:41 PM",664 /187 (A) PC,664 /187 (A) PC ATTEMPTED MURDER 04 Aggravated Assault 2897,1000 I ST,MO,,,"37.63957075,-120.9983973",1,0,0,,FELONY
MP20003973,2/8/20, 11:58:41 PM,"Feb 8, 2020, 11:58:41 PM",243 (D) PC,243 (D) PC BATTERY W/SERIOUS BODILY INJURY: FELONY 04 Aggravated Assault 1192,1000 I ST,MO,,,"37.63957075,-120.9983973",1,0,0,,FELONY
MP20003921,2/8/20, 12:49:00 PM,"Feb 7, 2020, 11:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,3724 TROON PL,MO,,95357,"37.64014841,-120.9249509",0,0,0,,FELONY
MP20003923,2/8/20, 1:04:00 PM,"Feb 8, 2020, 12:40:32 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1431 W ROSEBURG AVE,MO,,95350,"37.66066212,-121.0164578",1,0,0,,FELONY
MP20003889,2/8/20, 3:24:39 AM,"Feb 8, 2020, 3:24:39 AM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,1405 EMIGRANT WAY,MO,CALIFORNIA,95358,"37.65431904,-121.0372365",1,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20003943,2/8/20, 4:19:39 PM,"Feb 8, 2020, 4:19:39 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,3113 TRUDI WAY,MODESTO,CALIFORNIA,95354,"37.64422486,-120.9355257",1,0,0,,FELONY
MP20800366,2/8/20, 3:31:00 PM,"Feb 8, 2020, 3:20:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,509 BARRINGHAM LN,MODESTO,CALIFORNIA,95350,"37.68664268,-120.9872846",0,0,0,,MISDEMEANOR
MP20003913,2/8/20, 9:07:28 AM,"Feb 8, 2020, 6:10:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2009 DURANGO LN,MODESTO,CALIFORNIA,95355,"37.67286183,-120.9678411",0,0,0,,
MP20003979,2/8/20, 10:55:11 PM,"Feb 8, 2020, 5:28:00 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,329 COLORADO AVE,MODESTO,CALIFORNIA,95351,"37.62675811,-121.0068984",0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20003969,2/8/20, 10:28:03 PM,"Feb 8, 2020, 8:00:00 AM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,3900 MC HENRY AVE,MO,,,"37.69594608,-120.9937535",0,0,0,,FELONY
MP20003907,2/8/20, 9:15:27 AM,"Feb 8, 2020, 5:30:00 AM",484 (A) PC,484 (A) PC PETTY THEFT: MISD 06 Theft 2252,2017 DURANGO LN,MODESTO,CALIFORNIA,95355,"37.67320055,-120.9678474",0,0,0,,MISDEMEANOR
MP20003910,2/8/20, 9:53:17 AM,"Feb 8, 2020, 6:14:00 AM",484 (A) PC,484 (A) PC PETTY THEFT: MISD 06 Theft 2252,1708 CORTEZ CT,MODESTO,CALIFORNIA,95355,"37.67277286,-120.9681558",0,0,0,,MISDEMEANOR
MP20003912,2/8/20, 11:23:36 AM,"Feb 8, 2020, 6:20:00 AM",484 (A) PC,484 (A) PC PETTY THEFT: MISD 06 Theft 2252,1709 CORTEZ CT,MODESTO,CALIFORNIA,95355,"37.67327356,-120.9681697",0,0,0,,MISDEMEANOR
MP20003915,2/8/20, 11:48:31 AM,"Feb 7, 2020, 11:00:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,2112 DURANGO LN,MODESTO,CALIFORNIA,95355,"37.67436485,-120.9673723",0,0,0,,MISDEMEANOR
MP20003916,2/8/20, 11:57:33 AM,"Feb 7, 2020, 11:00:00 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,2109 DURANGO LN,MODESTO,CALIFORNIA,95355,"37.67430201,-120.9678661",0,0,0,,MISDEMEANOR
MP20800678,2/8/20, 11:21:00 AM,"Feb 8, 2020, 11:10:00 AM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: MISD 06 Theft 2285,1000 W W RUMBLE RD,MODESTO,CALIFORNIA,95350,"37.68197344,-121.0071143",0,0,0,,FELONY
MP20004003,2/9/20, 12:57:54 PM,"Feb 9, 2020, 12:57:54 PM",664 /460 (A) PC,664 /460 (A) PC ATTEMPTED BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2911,3001 HAHN DR,MODESTO,,,"37.68282938,-121.045829",0,0,0,RESIDENCE - DAY (6AM - 6PM),FELONY
MP20004011,2/9/20, 2:15:27 PM,"Feb 9, 2020, 2:15:27 PM",261 (A)(1) PC,261 (A)(1) PC RAPE:VICTIM INCAPABLE OF GIVING CONSENT 02a. Rape 1374,"CELESTE CT, MO / CELESTE DR, MO ( 37/E3 )",MODESTO,CALIFORNIA,95355,"37.67226728,-120.9616588",0,0,0,,FELONY
MP20004027,2/9/20, 5:22:04 PM,"Feb 9, 2020, 1:00:00 PM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,1116 SPRINGFIELD WAY,MODESTO,CALIFORNIA,95355,"37.6591109,-120.9327638",0,0,0,RESIDENCE - DAY (6AM - 6PM),FELONY
MP20003981,2/9/20, 7:00:00 AM,"Feb 9, 2020, 6:10:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1917 ROUSE CT,MO,,95351,"37.62069199,-121.0219076",0,0,0,,FELONY
MP20004006,2/9/20, 2:21:00 PM,"Feb 8, 2020, 6:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,"HAMMOND ST, MO / THERON WAY, MO ( 52/D1 )",,,95351,"37.61860949,-121.0184773",0,0,0,,FELONY
MP20800363,2/9/20, 5:36:00 PM,"Feb 9, 2020, 3:00:00 AM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: MISD 06 Theft 2285,2020 COBBLESTONE MANOR DR,MODESTO,CALIFORNIA,95355,"37.67296834,-120.9419107",0,0,0,,FELONY
MP20004047,2/10/20, 12:34:49 AM,"Feb 10, 2020, 12:34:49 AM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,1912 INNSBROOK DR,MO,CALIFORNIA,95350,"37.68755056,-121.0268593",1,0,0,,FELONY
MP20004047,2/10/20, 12:34:49 AM,"Feb 10, 2020, 12:34:49 AM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,1912 INNSBROOK DR,MO,CALIFORNIA,95350,"37.68755056,-121.0268593",1,0,0,,FELONY
